episode,key,length,return,success,action_delta_mean,near_static_ratio
247,demo_247,206,4.0,True,0.22415462136268616,0.0
248,demo_248,194,12.0,True,0.22483688592910767,0.0
249,demo_249,206,4.0,True,0.22204460203647614,0.0
250,demo_250,194,15.0,True,0.24074207246303558,0.0
251,demo_251,261,10.0,True,0.21870754659175873,0.0
252,demo_252,194,8.0,True,0.23173950612545013,0.0
253,demo_253,194,9.0,True,0.24089010059833527,0.0
254,demo_254,212,12.0,True,0.20739339292049408,0.0
255,demo_255,261,8.0,True,0.20760609209537506,0.0
256,demo_256,194,13.0,True,0.23144863545894623,0.0
257,demo_257,194,14.0,True,0.24121548235416412,0.0
258,demo_258,200,0.0,False,0.2073608785867691,0.0
259,demo_259,194,14.0,True,0.23070921003818512,0.0
260,demo_260,242,4.0,True,0.21422889828681946,0.0
261,demo_261,249,3.0,True,0.21773868799209595,0.0
262,demo_262,233,6.0,True,0.21439772844314575,0.0
263,demo_263,233,5.0,True,0.2262330949306488,0.0
264,demo_264,212,7.0,True,0.21669335663318634,0.0
265,demo_265,215,1.0,True,0.20865997672080994,0.0
266,demo_266,242,5.0,True,0.2005344033241272,0.0
267,demo_267,233,8.0,True,0.22395779192447662,0.0
268,demo_268,242,4.0,True,0.21394500136375427,0.0
269,demo_269,249,11.0,True,0.21136093139648438,0.0
270,demo_270,194,1.0,True,0.23493187129497528,0.0
271,demo_271,206,3.0,True,0.20883695781230927,0.0
272,demo_272,242,1.0,True,0.2028658539056778,0.0
273,demo_273,200,7.0,True,0.21991188824176788,0.0
274,demo_274,194,9.0,True,0.221531480550766,0.0
275,demo_275,233,6.0,True,0.21338070929050446,0.0
276,demo_276,212,1.0,True,0.2064230740070343,0.0
277,demo_277,261,9.0,True,0.20853185653686523,0.0
278,demo_278,233,4.0,True,0.22013334929943085,0.0
279,demo_279,249,4.0,True,0.21018308401107788,0.0
280,demo_280,200,4.0,True,0.2069101780653,0.0
281,demo_281,261,9.0,True,0.21220916509628296,0.0
282,demo_282,194,12.0,True,0.22031515836715698,0.0
283,demo_283,242,3.0,True,0.21380485594272614,0.0
284,demo_284,233,5.0,True,0.21101416647434235,0.0
285,demo_285,206,8.0,True,0.2183215320110321,0.0
286,demo_286,233,8.0,True,0.22097843885421753,0.0
287,demo_287,215,5.0,True,0.2155543714761734,0.0
288,demo_288,215,5.0,True,0.21227340400218964,0.0
289,demo_289,212,11.0,True,0.21849486231803894,0.0
290,demo_290,194,10.0,True,0.22437798976898193,0.0
291,demo_291,215,2.0,True,0.1994466632604599,0.0
292,demo_292,249,7.0,True,0.21453331410884857,0.0
293,demo_293,194,8.0,True,0.2326219379901886,0.0
294,demo_294,206,2.0,True,0.20170418918132782,0.0
295,demo_295,215,3.0,True,0.21161505579948425,0.0
296,demo_296,261,4.0,True,0.21268947422504425,0.0
297,demo_297,261,5.0,True,0.20958058536052704,0.0
298,demo_298,249,7.0,True,0.20602838695049286,0.0
299,demo_299,200,3.0,True,0.20778921246528625,0.0
300,demo_300,212,3.0,True,0.2055363953113556,0.0
301,demo_301,212,1.0,True,0.2126021832227707,0.0
302,demo_302,212,4.0,True,0.20962348580360413,0.0
303,demo_303,233,6.0,True,0.2221805602312088,0.0
304,demo_304,215,3.0,True,0.2222442775964737,0.0
305,demo_305,233,6.0,True,0.21943062543869019,0.0
306,demo_306,261,14.0,True,0.21963676810264587,0.0
307,demo_307,233,5.0,True,0.22438953816890717,0.0
308,demo_308,194,10.0,True,0.24206547439098358,0.0
309,demo_309,233,5.0,True,0.22180280089378357,0.0
310,demo_310,233,5.0,True,0.22659733891487122,0.0
311,demo_311,212,5.0,True,0.21106578409671783,0.0
312,demo_312,261,4.0,True,0.19575104117393494,0.0
313,demo_313,200,4.0,True,0.21645094454288483,0.0
314,demo_314,206,2.0,True,0.2258240282535553,0.0
315,demo_315,194,9.0,True,0.23705655336380005,0.0
316,demo_316,206,9.0,True,0.21932731568813324,0.0
317,demo_317,249,6.0,True,0.2082856297492981,0.0
318,demo_318,242,6.0,True,0.20659704506397247,0.0
319,demo_319,200,7.0,True,0.21817275881767273,0.0
320,demo_320,261,14.0,True,0.20446781814098358,0.0
321,demo_321,194,7.0,True,0.24441762268543243,0.0
322,demo_322,233,8.0,True,0.21694518625736237,0.0
323,demo_323,233,6.0,True,0.212654709815979,0.0
324,demo_324,206,6.0,True,0.2240704745054245,0.0
325,demo_325,194,2.0,True,0.24482667446136475,0.0
326,demo_326,206,1.0,True,0.21428200602531433,0.0
327,demo_327,242,8.0,True,0.21362943947315216,0.0
328,demo_328,200,7.0,True,0.22073176503181458,0.0
329,demo_329,200,5.0,True,0.2107372134923935,0.0
330,demo_330,233,4.0,True,0.2128462791442871,0.0
331,demo_331,261,11.0,True,0.21965532004833221,0.0
332,demo_332,194,3.0,True,0.2307109534740448,0.0
333,demo_333,206,6.0,True,0.22049805521965027,0.0
334,demo_334,200,8.0,True,0.20246165990829468,0.0
335,demo_335,242,1.0,True,0.20401304960250854,0.0
336,demo_336,261,10.0,True,0.20901253819465637,0.0
337,demo_337,200,6.0,True,0.22418342530727386,0.0
338,demo_338,249,6.0,True,0.21602007746696472,0.0
339,demo_339,206,5.0,True,0.2273048609495163,0.0
340,demo_340,233,5.0,True,0.21994028985500336,0.0
341,demo_341,242,6.0,True,0.22038772702217102,0.0
342,demo_342,249,9.0,True,0.21345029771327972,0.0
343,demo_343,215,4.0,True,0.21459615230560303,0.0
344,demo_344,194,11.0,True,0.2264564037322998,0.0
345,demo_345,233,5.0,True,0.2240186631679535,0.0
346,demo_346,215,16.0,True,0.20610371232032776,0.0
347,demo_347,233,7.0,True,0.2215011566877365,0.0
348,demo_348,261,8.0,True,0.20634768903255463,0.0
349,demo_349,212,6.0,True,0.2040935754776001,0.0
350,demo_350,206,7.0,True,0.22690020501613617,0.0
351,demo_351,200,5.0,True,0.20595408976078033,0.0
352,demo_352,212,5.0,True,0.2249787300825119,0.0
353,demo_353,200,6.0,True,0.21617338061332703,0.0
354,demo_354,215,4.0,True,0.2138289362192154,0.0
355,demo_355,249,4.0,True,0.21094174683094025,0.0
356,demo_356,200,5.0,True,0.20759797096252441,0.0
357,demo_357,233,5.0,True,0.22351349890232086,0.0
358,demo_358,206,7.0,True,0.21453805267810822,0.0
359,demo_359,212,12.0,True,0.19957414269447327,0.0
360,demo_360,200,5.0,True,0.21170657873153687,0.0
361,demo_361,242,7.0,True,0.19931714236736298,0.0
362,demo_362,212,5.0,True,0.2041397988796234,0.0
363,demo_363,261,8.0,True,0.2100750058889389,0.0
364,demo_364,261,12.0,True,0.20170529186725616,0.0
365,demo_365,212,13.0,True,0.20276649296283722,0.0
366,demo_366,194,13.0,True,0.215395987033844,0.0
367,demo_367,215,8.0,True,0.21479961276054382,0.0
368,demo_368,261,12.0,True,0.21186861395835876,0.0
369,demo_369,242,2.0,True,0.2056359499692917,0.0
370,demo_370,200,8.0,True,0.21573270857334137,0.0
371,demo_371,261,9.0,True,0.21363678574562073,0.0
372,demo_372,212,9.0,True,0.22196237742900848,0.0
373,demo_373,215,4.0,True,0.2224067747592926,0.0
374,demo_374,215,5.0,True,0.21522729098796844,0.0
375,demo_375,261,5.0,True,0.2098122239112854,0.0
376,demo_376,261,1.0,True,0.20949113368988037,0.0
377,demo_377,233,5.0,True,0.22238372266292572,0.0
378,demo_378,206,1.0,True,0.20268599689006805,0.0
379,demo_379,194,13.0,True,0.23233981430530548,0.0
380,demo_380,206,7.0,True,0.22160670161247253,0.0
381,demo_381,242,3.0,True,0.20640181005001068,0.0
382,demo_382,261,5.0,True,0.2148691862821579,0.0
383,demo_383,233,4.0,True,0.22145099937915802,0.0
384,demo_384,215,15.0,True,0.2137335240840912,0.0
385,demo_385,212,8.0,True,0.21476659178733826,0.0
386,demo_386,200,7.0,True,0.21195949614048004,0.0
387,demo_387,212,4.0,True,0.22216551005840302,0.0
388,demo_388,206,4.0,True,0.2224687933921814,0.0
389,demo_389,233,4.0,True,0.2127005159854889,0.0
390,demo_390,233,5.0,True,0.2250390201807022,0.0
391,demo_391,212,3.0,True,0.20813816785812378,0.0
392,demo_392,215,8.0,True,0.21500885486602783,0.0
393,demo_393,233,6.0,True,0.20913437008857727,0.0
394,demo_394,261,4.0,True,0.21552729606628418,0.0
395,demo_395,194,12.0,True,0.2321731448173523,0.0
396,demo_396,261,7.0,True,0.20998577773571014,0.0
397,demo_397,261,7.0,True,0.21928662061691284,0.0
398,demo_398,200,6.0,True,0.20626100897789001,0.0
399,demo_399,206,3.0,True,0.2226477712392807,0.0
400,demo_400,249,7.0,True,0.22526507079601288,0.0
401,demo_401,261,8.0,True,0.2142394632101059,0.0
402,demo_402,194,1.0,True,0.21772122383117676,0.0
403,demo_403,194,9.0,True,0.2427709847688675,0.0
404,demo_404,212,14.0,True,0.21566520631313324,0.0
405,demo_405,215,10.0,True,0.2232712060213089,0.0
406,demo_406,261,4.0,True,0.2020930051803589,0.0
407,demo_407,261,9.0,True,0.20829668641090393,0.0
408,demo_408,194,5.0,True,0.24320003390312195,0.0
409,demo_409,200,8.0,True,0.20813824236392975,0.0
410,demo_410,200,5.0,True,0.21762940287590027,0.0
411,demo_411,233,5.0,True,0.21957002580165863,0.0
412,demo_412,233,8.0,True,0.21304884552955627,0.0
413,demo_413,233,5.0,True,0.2130175232887268,0.0
414,demo_414,233,2.0,True,0.2152174562215805,0.0
415,demo_415,233,4.0,True,0.22777751088142395,0.0
416,demo_416,215,1.0,True,0.2278885543346405,0.0
417,demo_417,215,6.0,True,0.20920725166797638,0.0
418,demo_418,249,6.0,True,0.22594431042671204,0.0
419,demo_419,242,1.0,True,0.2162737250328064,0.0
420,demo_420,212,4.0,True,0.21839794516563416,0.0
421,demo_421,194,11.0,True,0.24561139941215515,0.0
422,demo_422,233,6.0,True,0.20829805731773376,0.0
423,demo_423,194,13.0,True,0.23492953181266785,0.0
424,demo_424,242,2.0,True,0.21246230602264404,0.0
425,demo_425,249,2.0,True,0.2229330837726593,0.0
426,demo_426,242,3.0,True,0.21416988968849182,0.0
427,demo_427,194,10.0,True,0.2346629798412323,0.0
428,demo_428,249,5.0,True,0.21813872456550598,0.0
429,demo_429,200,8.0,True,0.21714381873607635,0.0
430,demo_430,261,5.0,True,0.20940226316452026,0.0
431,demo_431,233,3.0,True,0.22099396586418152,0.0
432,demo_432,215,3.0,True,0.21240542829036713,0.0
433,demo_433,206,5.0,True,0.22394710779190063,0.0
434,demo_434,242,4.0,True,0.20359495282173157,0.0
435,demo_435,233,5.0,True,0.22641897201538086,0.0
436,demo_436,261,4.0,True,0.2083090841770172,0.0
437,demo_437,261,6.0,True,0.21804344654083252,0.0
438,demo_438,233,7.0,True,0.21796344220638275,0.0
439,demo_439,206,6.0,True,0.23198220133781433,0.0
440,demo_440,200,6.0,True,0.21189801394939423,0.0
441,demo_441,215,7.0,True,0.21451129019260406,0.0
442,demo_442,212,3.0,True,0.21912343800067902,0.0
443,demo_443,206,6.0,True,0.21809536218643188,0.0
444,demo_444,200,6.0,True,0.20601432025432587,0.0
445,demo_445,261,11.0,True,0.215204656124115,0.0
446,demo_446,242,6.0,True,0.20586848258972168,0.0
447,demo_447,206,5.0,True,0.2302151918411255,0.0
448,demo_448,212,12.0,True,0.2136746495962143,0.0
449,demo_449,212,5.0,True,0.2082531452178955,0.0
450,demo_450,206,9.0,True,0.22618664801120758,0.0
451,demo_451,215,9.0,True,0.20801736414432526,0.0
452,demo_452,194,7.0,True,0.23653806746006012,0.0
453,demo_453,233,5.0,True,0.21744820475578308,0.0
454,demo_454,212,3.0,True,0.2082638442516327,0.0
455,demo_455,215,2.0,True,0.21169865131378174,0.0
456,demo_456,200,9.0,True,0.20335346460342407,0.0
457,demo_457,212,6.0,True,0.2220531702041626,0.0
458,demo_458,242,5.0,True,0.21459008753299713,0.0
459,demo_459,212,4.0,True,0.21766069531440735,0.0
460,demo_460,212,6.0,True,0.22008894383907318,0.0
461,demo_461,242,1.0,True,0.2129841148853302,0.0
462,demo_462,261,9.0,True,0.21895045042037964,0.0
463,demo_463,194,6.0,True,0.2230103462934494,0.0
464,demo_464,200,6.0,True,0.21147656440734863,0.0
465,demo_465,206,6.0,True,0.21819177269935608,0.0
466,demo_466,233,6.0,True,0.22012603282928467,0.0
467,demo_467,194,12.0,True,0.23330816626548767,0.0
468,demo_468,215,5.0,True,0.22885648906230927,0.0
469,demo_469,215,6.0,True,0.22126315534114838,0.0
470,demo_470,261,8.0,True,0.20852729678153992,0.0
471,demo_471,200,6.0,True,0.207991361618042,0.0
472,demo_472,242,6.0,True,0.21147280931472778,0.0
473,demo_473,233,7.0,True,0.21431460976600647,0.0
474,demo_474,233,5.0,True,0.21722422540187836,0.0
475,demo_475,261,10.0,True,0.20391012728214264,0.0
476,demo_476,215,8.0,True,0.2021448314189911,0.0
477,demo_477,200,4.0,True,0.2020246386528015,0.0
478,demo_478,242,3.0,True,0.21781466901302338,0.0
479,demo_479,261,6.0,True,0.21377795934677124,0.0
480,demo_480,233,5.0,True,0.21792592108249664,0.0
481,demo_481,261,3.0,True,0.2023475021123886,0.0
482,demo_482,212,1.0,True,0.21551305055618286,0.0
483,demo_483,249,6.0,True,0.2137233018875122,0.0
484,demo_484,233,5.0,True,0.21421155333518982,0.0
485,demo_485,261,8.0,True,0.19858725368976593,0.0
486,demo_486,206,6.0,True,0.21619558334350586,0.0
487,demo_487,242,3.0,True,0.2082592397928238,0.0
488,demo_488,233,9.0,True,0.23051176965236664,0.0
489,demo_489,261,10.0,True,0.21165072917938232,0.0
490,demo_490,233,5.0,True,0.21122971177101135,0.0
491,demo_491,261,6.0,True,0.20733891427516937,0.0
492,demo_492,194,14.0,True,0.24314022064208984,0.0
493,demo_493,215,7.0,True,0.2108864188194275,0.0
494,demo_494,233,5.0,True,0.2244764268398285,0.0
495,demo_495,194,10.0,True,0.2214249074459076,0.0
496,demo_496,261,3.0,True,0.2133142054080963,0.0
497,demo_497,212,9.0,True,0.21211270987987518,0.0
